# ik    E (eV)      weight
    0.000000    0.000000    0.073938
    0.000000    0.050000    0.071281
    0.000000    0.100000    0.069132
    0.000000    0.150000    0.067439
    0.000000    0.200000    0.066164
    0.000000    0.250000    0.065283
    0.000000    0.300000    0.064778
    0.000000    0.350000    0.064643
    0.000000    0.400000    0.064882
    0.000000    0.450000    0.065505
    0.000000    0.500000    0.066537
    0.000000    0.550000    0.068010
    0.000000    0.600000    0.069975
    0.000000    0.650000    0.072497
    0.000000    0.700000    0.075668
    0.000000    0.750000    0.079609
    0.000000    0.800000    0.084487
    0.000000    0.850000    0.090528
    0.000000    0.900000    0.098049
    0.000000    0.950000    0.107502
    0.000000    1.000000    0.119547
    0.000000    1.050000    0.135187
    0.000000    1.100000    0.155998
    0.000000    1.150000    0.184587
    0.000000    1.200000    0.225533
    0.000000    1.250000    0.287509
    0.000000    1.300000    0.388626
    0.000000    1.350000    0.571878
    0.000000    1.400000    0.958396
    0.000000    1.450000    1.968464
    0.000000    1.500000    4.939653
    0.000000    1.550000    5.639514
    0.000000    1.600000    2.407388
    0.000000    1.650000    1.345313
    0.000000    1.700000    1.152874
    0.000000    1.750000    1.505150
    0.000000    1.800000    2.978730
    0.000000    1.850000    6.431434
    0.000000    1.900000    4.007504
    0.000000    1.950000    1.682968
    0.000000    2.000000    0.923773
    0.000000    2.050000    0.633424
    0.000000    2.100000    0.510407
    0.000000    2.150000    0.466804
    0.000000    2.200000    0.476063
    0.000000    2.250000    0.538597
    0.000000    2.300000    0.681537
    0.000000    2.350000    0.991823
    0.000000    2.400000    1.761774
    0.000000    2.450000    4.056172
    0.000000    2.500000    6.748274
    0.000000    2.550000    3.464700
    0.000000    2.600000    2.221083
    0.000000    2.650000    2.591818
    0.000000    2.700000    5.041920
    0.000000    2.750000    7.536896
    0.000000    2.800000    5.512610
    0.000000    2.850000    7.541473
    0.000000    2.900000    4.762993
    0.000000    2.950000    2.242157
    0.000000    3.000000    1.471488
 
    0.009795   -3.000000    0.161705
    0.009795   -2.950000    0.156440
    0.009795   -2.900000    0.155438
    0.009795   -2.850000    0.158520
    0.009795   -2.800000    0.165987
    0.009795   -2.750000    0.178720
    0.009795   -2.700000    0.198448
    0.009795   -2.650000    0.228377
    0.009795   -2.600000    0.274580
    0.009795   -2.550000    0.349381
    0.009795   -2.500000    0.480520
    0.009795   -2.450000    0.740249
    0.009795   -2.400000    1.356976
    0.009795   -2.350000    3.179490
    0.009795   -2.300000    6.508478
    0.009795   -2.250000    3.509947
    0.009795   -2.200000    1.520831
    0.009795   -2.150000    0.885160
    0.009795   -2.100000    0.655557
    0.009795   -2.050000    0.580658
    0.009795   -2.000000    0.590449
    0.009795   -1.950000    0.672805
    0.009795   -1.900000    0.851504
    0.009795   -1.850000    1.206693
    0.009795   -1.800000    1.975605
    0.009795   -1.750000    3.979885
    0.009795   -1.700000    9.802429
    0.009795   -1.650000   12.022039
    0.009795   -1.600000    6.350329
    0.009795   -1.550000    6.630933
    0.009795   -1.500000    7.049436
    0.009795   -1.450000    3.352759
    0.009795   -1.400000    2.099471
    0.009795   -1.350000    2.076338
    0.009795   -1.300000    3.386949
    0.009795   -1.250000    6.784500
    0.009795   -1.200000    4.398972
    0.009795   -1.150000    2.162424
    0.009795   -1.100000    1.678724
    0.009795   -1.050000    2.183233
    0.009795   -1.000000    4.569491
    0.009795   -0.950000    6.253746
    0.009795   -0.900000    2.691953
    0.009795   -0.850000    1.245103
    0.009795   -0.800000    0.722673
    0.009795   -0.750000    0.485146
    0.009795   -0.700000    0.356816
    0.009795   -0.650000    0.278799
    0.009795   -0.600000    0.227280
    0.009795   -0.550000    0.191156
    0.009795   -0.500000    0.164672
    0.009795   -0.450000    0.144582
    0.009795   -0.400000    0.128936
    0.009795   -0.350000    0.116498
    0.009795   -0.300000    0.106451
    0.009795   -0.250000    0.098236
    0.009795   -0.200000    0.091458
    0.009795   -0.150000    0.085831
    0.009795   -0.100000    0.081147
    0.009795   -0.050000    0.077248
    0.009795    0.000000    0.074015
    0.009795    0.050000    0.071359
    0.009795    0.100000    0.069211
    0.009795    0.150000    0.067519
    0.009795    0.200000    0.066247
    0.009795    0.250000    0.065368
    0.009795    0.300000    0.064866
    0.009795    0.350000    0.064735
    0.009795    0.400000    0.064977
    0.009795    0.450000    0.065605
    0.009795    0.500000    0.066640
    0.009795    0.550000    0.068119
    0.009795    0.600000    0.070088
    0.009795    0.650000    0.072616
    0.009795    0.700000    0.075793
    0.009795    0.750000    0.079740
    0.009795    0.800000    0.084624
    0.009795    0.850000    0.090671
    0.009795    0.900000    0.098198
    0.009795    0.950000    0.107656
    0.009795    1.000000    0.119706
    0.009795    1.050000    0.135347
    0.009795    1.100000    0.156153
    0.009795    1.150000    0.184728
    0.009795    1.200000    0.225638
    0.009795    1.250000    0.287535
    0.009795    1.300000    0.388472
    0.009795    1.350000    0.571280
    0.009795    1.400000    0.956523
    0.009795    1.450000    1.962177
    0.009795    1.500000    4.923110
    0.009795    1.550000    5.656361
    0.009795    1.600000    2.416823
    0.009795    1.650000    1.349818
    0.009795    1.700000    1.157246
    0.009795    1.750000    1.513261
    0.009795    1.800000    3.001536
    0.009795    1.850000    6.449082
    0.009795    1.900000    3.977922
    0.009795    1.950000    1.673772
    0.009795    2.000000    0.921123
    0.009795    2.050000    0.632878
    0.009795    2.100000    0.510740
    0.009795    2.150000    0.467604
    0.009795    2.200000    0.477153
    0.009795    2.250000    0.539857
    0.009795    2.300000    0.682783
    0.009795    2.350000    0.992536
    0.009795    2.400000    1.760037
    0.009795    2.450000    4.045725
    0.009795    2.500000    6.758473
    0.009795    2.550000    3.479447
    0.009795    2.600000    2.228929
    0.009795    2.650000    2.596054
    0.009795    2.700000    5.038218
    0.009795    2.750000    7.559527
    0.009795    2.800000    5.538976
    0.009795    2.850000    7.567536
    0.009795    2.900000    4.795968
    0.009795    2.950000    2.289822
    0.009795    3.000000    1.545178
 
    0.019589   -3.000000    0.162265
    0.019589   -2.950000    0.156895
    0.019589   -2.900000    0.155828
    0.019589   -2.850000    0.158873
    0.019589   -2.800000    0.166329
    0.019589   -2.750000    0.179075
    0.019589   -2.700000    0.198847
    0.019589   -2.650000    0.228864
    0.019589   -2.600000    0.275232
    0.019589   -2.550000    0.350351
    0.019589   -2.500000    0.482163
    0.019589   -2.450000    0.743550
    0.019589   -2.400000    1.365313
    0.019589   -2.350000    3.205051
    0.019589   -2.300000    6.513374
    0.019589   -2.250000    3.483043
    0.019589   -2.200000    1.512702
    0.019589   -2.150000    0.882816
    0.019589   -2.100000    0.655345
    0.019589   -2.050000    0.581710
    0.019589   -2.000000    0.592765
    0.019589   -1.950000    0.676979
    0.019589   -1.900000    0.859114
    0.019589   -1.850000    1.221922
    0.019589   -1.800000    2.011490
    0.019589   -1.750000    4.085239
    0.019589   -1.700000   10.027522
    0.019589   -1.650000   11.823841
    0.019589   -1.600000    6.317611
    0.019589   -1.550000    6.770253
    0.019589   -1.500000    6.875815
    0.019589   -1.450000    3.245249
    0.019589   -1.400000    2.044797
    0.019589   -1.350000    2.008238
    0.019589   -1.300000    3.212603
    0.019589   -1.250000    6.618131
    0.019589   -1.200000    4.644616
    0.019589   -1.150000    2.241945
    0.019589   -1.100000    1.700235
    0.019589   -1.050000    2.174808
    0.019589   -1.000000    4.515747
    0.019589   -0.950000    6.301673
    0.019589   -0.900000    2.730447
    0.019589   -0.850000    1.258158
    0.019589   -0.800000    0.728228
    0.019589   -0.750000    0.488009
    0.019589   -0.700000    0.358492
    0.019589   -0.650000    0.279869
    0.019589   -0.600000    0.228004
    0.019589   -0.550000    0.191670
    0.019589   -0.500000    0.165048
    0.019589   -0.450000    0.144865
    0.019589   -0.400000    0.129154
    0.019589   -0.350000    0.116669
    0.019589   -0.300000    0.106587
    0.019589   -0.250000    0.098345
    0.019589   -0.200000    0.091547
    0.019589   -0.150000    0.085905
    0.019589   -0.100000    0.081208
    0.019589   -0.050000    0.077298
    0.019589    0.000000    0.074057
    0.019589    0.050000    0.071394
    0.019589    0.100000    0.069241
    0.019589    0.150000    0.067545
    0.019589    0.200000    0.066268
    0.019589    0.250000    0.065386
    0.019589    0.300000    0.064881
    0.019589    0.350000    0.064747
    0.019589    0.400000    0.064986
    0.019589    0.450000    0.065611
    0.019589    0.500000    0.066645
    0.019589    0.550000    0.068120
    0.019589    0.600000    0.070087
    0.019589    0.650000    0.072612
    0.019589    0.700000    0.075785
    0.019589    0.750000    0.079727
    0.019589    0.800000    0.084605
    0.019589    0.850000    0.090645
    0.019589    0.900000    0.098161
    0.019589    0.950000    0.107604
    0.019589    1.000000    0.119631
    0.019589    1.050000    0.135238
    0.019589    1.100000    0.155991
    0.019589    1.150000    0.184477
    0.019589    1.200000    0.225234
    0.019589    1.250000    0.286842
    0.019589    1.300000    0.387184
    0.019589    1.350000    0.568602
    0.019589    1.400000    0.949983
    0.019589    1.450000    1.942439
    0.019589    1.500000    4.872294
    0.019589    1.550000    5.705351
    0.019589    1.600000    2.444103
    0.019589    1.650000    1.362034
    0.019589    1.700000    1.169004
    0.019589    1.750000    1.536520
    0.019589    1.800000    3.070240
    0.019589    1.850000    6.496067
    0.019589    1.900000    3.886562
    0.019589    1.950000    1.643602
    0.019589    2.000000    0.910157
    0.019589    2.050000    0.627837
    0.019589    2.100000    0.507906
    0.019589    2.150000    0.465657
    0.019589    2.200000    0.475468
    0.019589    2.250000    0.537954
    0.019589    2.300000    0.679956
    0.019589    2.350000    0.987040
    0.019589    2.400000    1.745885
    0.019589    2.450000    4.003728
    0.019589    2.500000    6.775566
    0.019589    2.550000    3.508908
    0.019589    2.600000    2.233929
    0.019589    2.650000    2.585695
    0.019589    2.700000    4.998091
    0.019589    2.750000    7.588522
    0.019589    2.800000    5.568030
    0.019589    2.850000    7.577682
    0.019589    2.900000    4.799183
    0.019589    2.950000    2.292511
    0.019589    3.000000    1.548869
 
    0.029384   -3.000000    0.163216
    0.029384   -2.950000    0.157665
    0.029384   -2.900000    0.156486
    0.029384   -2.850000    0.159468
    0.029384   -2.800000    0.166904
    0.029384   -2.750000    0.179672
    0.029384   -2.700000    0.199516
    0.029384   -2.650000    0.229679
    0.029384   -2.600000    0.276323
    0.029384   -2.550000    0.351974
    0.029384   -2.500000    0.484915
    0.029384   -2.450000    0.749090
    0.029384   -2.400000    1.379341
    0.029384   -2.350000    3.248040
    0.029384   -2.300000    6.519608
    0.029384   -2.250000    3.438789
    0.029384   -2.200000    1.499368
    0.029384   -2.150000    0.878979
    0.029384   -2.100000    0.655026
    0.029384   -2.050000    0.583494
    0.029384   -2.000000    0.596674
    0.029384   -1.950000    0.684033
    0.029384   -1.900000    0.872037
    0.029384   -1.850000    1.247992
    0.029384   -1.800000    2.073691
    0.029384   -1.750000    4.269940
    0.029384   -1.700000   10.374754
    0.029384   -1.650000   11.503969
    0.029384   -1.600000    6.284696
    0.029384   -1.550000    7.007020
    0.029384   -1.500000    6.572713
    0.029384   -1.450000    3.078527
    0.029384   -1.400000    1.959944
    0.029384   -1.350000    1.904873
    0.029384   -1.300000    2.952904
    0.029384   -1.250000    6.267572
    0.029384   -1.200000    5.067539
    0.029384   -1.150000    2.386648
    0.029384   -1.100000    1.739062
    0.029384   -1.050000    2.160956
    0.029384   -1.000000    4.422738
    0.029384   -0.950000    6.380780
    0.029384   -0.900000    2.799418
    0.029384   -0.850000    1.281448
    0.029384   -0.800000    0.738076
    0.029384   -0.750000    0.493062
    0.029384   -0.700000    0.361441
    0.029384   -0.650000    0.281747
    0.029384   -0.600000    0.229277
    0.029384   -0.550000    0.192573
    0.029384   -0.500000    0.165711
    0.029384   -0.450000    0.145366
    0.029384   -0.400000    0.129541
    0.029384   -0.350000    0.116975
    0.029384   -0.300000    0.106832
    0.029384   -0.250000    0.098545
    0.029384   -0.200000    0.091712
    0.029384   -0.150000    0.086042
    0.029384   -0.100000    0.081324
    0.029384   -0.050000    0.077398
    0.029384    0.000000    0.074143
    0.029384    0.050000    0.071469
    0.029384    0.100000    0.069306
    0.029384    0.150000    0.067602
    0.029384    0.200000    0.066320
    0.029384    0.250000    0.065432
    0.029384    0.300000    0.064922
    0.029384    0.350000    0.064784
    0.029384    0.400000    0.065020
    0.029384    0.450000    0.065642
    0.029384    0.500000    0.066672
    0.029384    0.550000    0.068144
    0.029384    0.600000    0.070107
    0.029384    0.650000    0.072627
    0.029384    0.700000    0.075795
    0.029384    0.750000    0.079732
    0.029384    0.800000    0.084601
    0.029384    0.850000    0.090629
    0.029384    0.900000    0.098129
    0.029384    0.950000    0.107548
    0.029384    1.000000    0.119540
    0.029384    1.050000    0.135093
    0.029384    1.100000    0.155760
    0.029384    1.150000    0.184102
    0.029384    1.200000    0.224606
    0.029384    1.250000    0.285739
    0.029384    1.300000    0.385103
    0.029384    1.350000    0.564237
    0.029384    1.400000    0.939282
    0.029384    1.450000    1.910141
    0.029384    1.500000    4.787515
    0.029384    1.550000    5.785842
    0.029384    1.600000    2.490607
    0.029384    1.650000    1.382744
    0.029384    1.700000    1.188824
    0.029384    1.750000    1.575773
    0.029384    1.800000    3.186063
    0.029384    1.850000    6.557288
    0.029384    1.900000    3.742353
    0.029384    1.950000    1.596590
    0.029384    2.000000    0.893071
    0.029384    2.050000    0.620060
    0.029384    2.100000    0.503632
    0.029384    2.150000    0.462815
    0.029384    2.200000    0.473069
    0.029384    2.250000    0.535234
    0.029384    2.300000    0.675781
    0.029384    2.350000    0.978592
    0.029384    2.400000    1.723485
    0.029384    2.450000    3.935904
    0.029384    2.500000    6.801311
    0.029384    2.550000    3.559494
    0.029384    2.600000    2.243685
    0.029384    2.650000    2.570109
    0.029384    2.700000    4.932836
    0.029384    2.750000    7.637669
    0.029384    2.800000    5.621511
    0.029384    2.850000    7.600033
    0.029384    2.900000    4.812568
    0.029384    2.950000    2.308533
    0.029384    3.000000    1.573472
 
    0.039179   -3.000000    0.164579
    0.039179   -2.950000    0.158765
    0.039179   -2.900000    0.157422
    0.039179   -2.850000    0.160314
    0.039179   -2.800000    0.167719
    0.039179   -2.750000    0.180515
    0.039179   -2.700000    0.200459
    0.039179   -2.650000    0.230828
    0.039179   -2.600000    0.277859
    0.039179   -2.550000    0.354262
    0.039179   -2.500000    0.488803
    0.039179   -2.450000    0.756936
    0.039179   -2.400000    1.399288
    0.039179   -2.350000    3.309113
    0.039179   -2.300000    6.524305
    0.039179   -2.250000    3.377979
    0.039179   -2.200000    1.481121
    0.039179   -2.150000    0.873754
    0.039179   -2.100000    0.654663
    0.039179   -2.050000    0.586079
    0.039179   -2.000000    0.602284
    0.039179   -1.950000    0.694182
    0.039179   -1.900000    0.890764
    0.039179   -1.850000    1.286232
    0.039179   -1.800000    2.166673
    0.039179   -1.750000    4.549984
    0.039179   -1.700000   10.784165
    0.039179   -1.650000   11.088393
    0.039179   -1.600000    6.279588
    0.039179   -1.550000    7.335665
    0.039179   -1.500000    6.134523
    0.039179   -1.450000    2.868440
    0.039179   -1.400000    1.852701
    0.039179   -1.350000    1.778268
    0.039179   -1.300000    2.645246
    0.039179   -1.250000    5.690011
    0.039179   -1.200000    5.662226
    0.039179   -1.150000    2.618287
    0.039179   -1.100000    1.802131
    0.039179   -1.050000    2.147208
    0.039179   -1.000000    4.300528
    0.039179   -0.950000    6.478377
    0.039179   -0.900000    2.896834
    0.039179   -0.850000    1.314292
    0.039179   -0.800000    0.751897
    0.039179   -0.750000    0.500133
    0.039179   -0.700000    0.365562
    0.039179   -0.650000    0.284368
    0.039179   -0.600000    0.231051
    0.039179   -0.550000    0.193829
    0.039179   -0.500000    0.166633
    0.039179   -0.450000    0.146061
    0.039179   -0.400000    0.130078
    0.039179   -0.350000    0.117396
    0.039179   -0.300000    0.107170
    0.039179   -0.250000    0.098819
    0.039179   -0.200000    0.091936
    0.039179   -0.150000    0.086229
    0.039179   -0.100000    0.081480
    0.039179   -0.050000    0.077530
    0.039179    0.000000    0.074256
    0.039179    0.050000    0.071566
    0.039179    0.100000    0.069390
    0.039179    0.150000    0.067675
    0.039179    0.200000    0.066384
    0.039179    0.250000    0.065488
    0.039179    0.300000    0.064971
    0.039179    0.350000    0.064827
    0.039179    0.400000    0.065058
    0.039179    0.450000    0.065674
    0.039179    0.500000    0.066699
    0.039179    0.550000    0.068166
    0.039179    0.600000    0.070124
    0.039179    0.650000    0.072638
    0.039179    0.700000    0.075798
    0.039179    0.750000    0.079725
    0.039179    0.800000    0.084582
    0.039179    0.850000    0.090593
    0.039179    0.900000    0.098069
    0.039179    0.950000    0.107455
    0.039179    1.000000    0.119398
    0.039179    1.050000    0.134875
    0.039179    1.100000    0.155423
    0.039179    1.150000    0.183567
    0.039179    1.200000    0.223724
    0.039179    1.250000    0.284208
    0.039179    1.300000    0.382236
    0.039179    1.350000    0.558263
    0.039179    1.400000    0.924732
    0.039179    1.450000    1.866478
    0.039179    1.500000    4.669968
    0.039179    1.550000    5.894485
    0.039179    1.600000    2.557290
    0.039179    1.650000    1.412406
    0.039179    1.700000    1.217476
    0.039179    1.750000    1.633490
    0.039179    1.800000    3.356891
    0.039179    1.850000    6.609420
    0.039179    1.900000    3.548868
    0.039179    1.950000    1.534184
    0.039179    2.000000    0.870061
    0.039179    2.050000    0.609424
    0.039179    2.100000    0.497682
    0.039179    2.150000    0.458778
    0.039179    2.200000    0.469607
    0.039179    2.250000    0.531310
    0.039179    2.300000    0.669850
    0.039179    2.350000    0.966843
    0.039179    2.400000    1.692915
    0.039179    2.450000    3.843443
    0.039179    2.500000    6.829448
    0.039179    2.550000    3.630873
    0.039179    2.600000    2.257292
    0.039179    2.650000    2.548616
    0.039179    2.700000    4.842883
    0.039179    2.750000    7.698545
    0.039179    2.800000    5.695428
    0.039179    2.850000    7.628876
    0.039179    2.900000    4.827340
    0.039179    2.950000    2.325060
    0.039179    3.000000    1.598651
 
    0.048973   -3.000000    0.166389
    0.048973   -2.950000    0.160219
    0.048973   -2.900000    0.158654
    0.048973   -2.850000    0.161422
    0.048973   -2.800000    0.168782
    0.048973   -2.750000    0.181612
    0.048973   -2.700000    0.201684
    0.048973   -2.650000    0.232317
    0.048973   -2.600000    0.279850
    0.048973   -2.550000    0.357230
    0.048973   -2.500000    0.493854
    0.048973   -2.450000    0.767168
    0.048973   -2.400000    1.425438
    0.048973   -2.350000    3.389029
    0.048973   -2.300000    6.523477
    0.048973   -2.250000    3.301868
    0.048973   -2.200000    1.458403
    0.048973   -2.150000    0.867295
    0.048973   -2.100000    0.654349
    0.048973   -2.050000    0.589562
    0.048973   -2.000000    0.609748
    0.048973   -1.950000    0.707724
    0.048973   -1.900000    0.915991
    0.048973   -1.850000    1.338607
    0.048973   -1.800000    2.297299
    0.048973   -1.750000    4.948181
    0.048973   -1.700000   11.137348
    0.048973   -1.650000   10.625389
    0.048973   -1.600000    6.337725
    0.048973   -1.550000    7.718042
    0.048973   -1.500000    5.577680
    0.048973   -1.450000    2.633141
    0.048973   -1.400000    1.731631
    0.048973   -1.350000    1.640464
    0.048973   -1.300000    2.326373
    0.048973   -1.250000    4.924159
    0.048973   -1.200000    6.343845
    0.048973   -1.150000    2.972691
    0.048973   -1.100000    1.899773
    0.048973   -1.050000    2.138717
    0.048973   -1.000000    4.155543
    0.048973   -0.950000    6.582376
    0.048973   -0.900000    3.024390
    0.048973   -0.850000    1.357240
    0.048973   -0.800000    0.769857
    0.048973   -0.750000    0.509288
    0.048973   -0.700000    0.370886
    0.048973   -0.650000    0.287750
    0.048973   -0.600000    0.233337
    0.048973   -0.550000    0.195448
    0.048973   -0.500000    0.167820
    0.048973   -0.450000    0.146956
    0.048973   -0.400000    0.130768
    0.048973   -0.350000    0.117939
    0.048973   -0.300000    0.107603
    0.048973   -0.250000    0.099170
    0.048973   -0.200000    0.092225
    0.048973   -0.150000    0.086468
    0.048973   -0.100000    0.081681
    0.048973   -0.050000    0.077700
    0.048973    0.000000    0.074401
    0.048973    0.050000    0.071691
    0.048973    0.100000    0.069498
    0.048973    0.150000    0.067769
    0.048973    0.200000    0.066466
    0.048973    0.250000    0.065560
    0.048973    0.300000    0.065034
    0.048973    0.350000    0.064883
    0.048973    0.400000    0.065106
    0.048973    0.450000    0.065716
    0.048973    0.500000    0.066735
    0.048973    0.550000    0.068195
    0.048973    0.600000    0.070145
    0.048973    0.650000    0.072651
    0.048973    0.700000    0.075802
    0.048973    0.750000    0.079717
    0.048973    0.800000    0.084558
    0.048973    0.850000    0.090548
    0.048973    0.900000    0.097996
    0.048973    0.950000    0.107340
    0.048973    1.000000    0.119221
    0.048973    1.050000    0.134604
    0.048973    1.100000    0.155002
    0.048973    1.150000    0.182898
    0.048973    1.200000    0.222622
    0.048973    1.250000    0.282294
    0.048973    1.300000    0.378657
    0.048973    1.350000    0.550827
    0.048973    1.400000    0.906709
    0.048973    1.450000    1.812706
    0.048973    1.500000    4.520726
    0.048973    1.550000    6.026901
    0.048973    1.600000    2.646215
    0.048973    1.650000    1.451910
    0.048973    1.700000    1.256048
    0.048973    1.750000    1.712788
    0.048973    1.800000    3.591342
    0.048973    1.850000    6.616464
    0.048973    1.900000    3.315536
    0.048973    1.950000    1.459683
    0.048973    2.000000    0.842177
    0.048973    2.050000    0.596384
    0.048973    2.100000    0.490328
    0.048973    2.150000    0.453761
    0.048973    2.200000    0.465298
    0.048973    2.250000    0.526433
    0.048973    2.300000    0.662516
    0.048973    2.350000    0.952414
    0.048973    2.400000    1.655673
    0.048973    2.450000    3.730211
    0.048973    2.500000    6.852831
    0.048973    2.550000    3.723690
    0.048973    2.600000    2.275491
    0.048973    2.650000    2.522448
    0.048973    2.700000    4.730271
    0.048973    2.750000    7.766076
    0.048973    2.800000    5.793023
    0.048973    2.850000    7.666676
    0.048973    2.900000    4.846641
    0.048973    2.950000    2.346584
    0.048973    3.000000    1.631762
 
    0.058768   -3.000000    0.168694
    0.058768   -2.950000    0.162060
    0.058768   -2.900000    0.160206
    0.058768   -2.850000    0.162810
    0.058768   -2.800000    0.170109
    0.058768   -2.750000    0.182975
    0.058768   -2.700000    0.203201
    0.058768   -2.650000    0.234160
    0.058768   -2.600000    0.282314
    0.058768   -2.550000    0.360905
    0.058768   -2.500000    0.500128
    0.058768   -2.450000    0.779938
    0.058768   -2.400000    1.458290
    0.058768   -2.350000    3.489121
    0.058768   -2.300000    6.512095
    0.058768   -2.250000    3.211669
    0.058768   -2.200000    1.431631
    0.058768   -2.150000    0.859752
    0.058768   -2.100000    0.654177
    0.058768   -2.050000    0.594053
    0.058768   -2.000000    0.619251
    0.058768   -1.950000    0.725048
    0.058768   -1.900000    0.948667
    0.058768   -1.850000    1.407909
    0.058768   -1.800000    2.475702
    0.058768   -1.750000    5.491930
    0.058768   -1.700000   11.269340
    0.058768   -1.650000   10.175739
    0.058768   -1.600000    6.501295
    0.058768   -1.550000    8.050546
    0.058768   -1.500000    4.944325
    0.058768   -1.450000    2.389574
    0.058768   -1.400000    1.604576
    0.058768   -1.350000    1.501366
    0.058768   -1.300000    2.024187
    0.058768   -1.250000    4.087712
    0.058768   -1.200000    6.851431
    0.058768   -1.150000    3.504366
    0.058768   -1.100000    2.048500
    0.058768   -1.050000    2.142307
    0.058768   -1.000000    3.995418
    0.058768   -0.950000    6.677651
    0.058768   -0.900000    3.184530
    0.058768   -0.850000    1.411139
    0.058768   -0.800000    0.792217
    0.058768   -0.750000    0.520632
    0.058768   -0.700000    0.377463
    0.058768   -0.650000    0.291922
    0.058768   -0.600000    0.236154
    0.058768   -0.550000    0.197440
    0.058768   -0.500000    0.169279
    0.058768   -0.450000    0.148056
    0.058768   -0.400000    0.131616
    0.058768   -0.350000    0.118605
    0.058768   -0.300000    0.108135
    0.058768   -0.250000    0.099601
    0.058768   -0.200000    0.092578
    0.058768   -0.150000    0.086762
    0.058768   -0.100000    0.081927
    0.058768   -0.050000    0.077908
    0.058768    0.000000    0.074578
    0.058768    0.050000    0.071843
    0.058768    0.100000    0.069630
    0.058768    0.150000    0.067884
    0.058768    0.200000    0.066566
    0.058768    0.250000    0.065647
    0.058768    0.300000    0.065112
    0.058768    0.350000    0.064950
    0.058768    0.400000    0.065165
    0.058768    0.450000    0.065767
    0.058768    0.500000    0.066778
    0.058768    0.550000    0.068230
    0.058768    0.600000    0.070172
    0.058768    0.650000    0.072669
    0.058768    0.700000    0.075808
    0.058768    0.750000    0.079709
    0.058768    0.800000    0.084532
    0.058768    0.850000    0.090497
    0.058768    0.900000    0.097910
    0.058768    0.950000    0.107204
    0.058768    1.000000    0.119012
    0.058768    1.050000    0.134283
    0.058768    1.100000    0.154504
    0.058768    1.150000    0.182108
    0.058768    1.200000    0.221320
    0.058768    1.250000    0.280035
    0.058768    1.300000    0.374443
    0.058768    1.350000    0.542102
    0.058768    1.400000    0.885692
    0.058768    1.450000    1.750473
    0.058768    1.500000    4.342263
    0.058768    1.550000    6.175477
    0.058768    1.600000    2.759774
    0.058768    1.650000    1.502254
    0.058768    1.700000    1.305800
    0.058768    1.750000    1.817610
    0.058768    1.800000    3.898472
    0.058768    1.850000    6.534833
    0.058768    1.900000    3.055316
    0.058768    1.950000    1.377042
    0.058768    2.000000    0.810667
    0.058768    2.050000    0.581439
    0.058768    2.100000    0.481811
    0.058768    2.150000    0.447909
    0.058768    2.200000    0.460249
    0.058768    2.250000    0.520717
    0.058768    2.300000    0.653952
    0.058768    2.350000    0.935689
    0.058768    2.400000    1.612911
    0.058768    2.450000    3.599560
    0.058768    2.500000    6.862847
    0.058768    2.550000    3.839014
    0.058768    2.600000    2.298920
    0.058768    2.650000    2.492618
    0.058768    2.700000    4.597338
    0.058768    2.750000    7.831440
    0.058768    2.800000    5.916363
    0.058768    2.850000    7.714049
    0.058768    2.900000    4.870900
    0.058768    2.950000    2.373482
