# ik    E (eV)      weight
    0.186098    1.750000    3.812455
    0.186098    1.800000    1.687343
    0.186098    1.850000    1.065315
    0.186098    1.900000    0.951932
    0.186098    1.950000    1.176373
    0.186098    2.000000    2.033382
    0.186098    2.050000    4.770325
    0.186098    2.100000    6.032311
    0.186098    2.150000    2.670870
    0.186098    2.200000    1.516246
    0.186098    2.250000    1.349795
    0.186098    2.300000    1.887246
    0.186098    2.350000    4.032815
    0.186098    2.400000    6.546265
    0.186098    2.450000    3.051194
    0.186098    2.500000    1.443510
    0.186098    2.550000    0.933761
    0.186098    2.600000    0.791450
    0.186098    2.650000    0.865431
    0.186098    2.700000    1.244607
    0.186098    2.750000    2.463775
    0.186098    2.800000    5.837820
    0.186098    2.850000    4.734688
    0.186098    2.900000    1.938341
    0.186098    2.950000    1.025450
    0.186098    3.000000    0.709269
 
    0.195893   -3.000000    0.670828
    0.195893   -2.950000    0.466691
    0.195893   -2.900000    0.357599
    0.195893   -2.850000    0.293724
    0.195893   -2.800000    0.254565
    0.195893   -2.750000    0.230580
    0.195893   -2.700000    0.216989
    0.195893   -2.650000    0.211384
    0.195893   -2.600000    0.212736
    0.195893   -2.550000    0.221000
    0.195893   -2.500000    0.237070
    0.195893   -2.450000    0.263026
    0.195893   -2.400000    0.302816
    0.195893   -2.350000    0.363816
    0.195893   -2.300000    0.460528
    0.195893   -2.250000    0.624291
    0.195893   -2.200000    0.933036
    0.195893   -2.150000    1.621777
    0.195893   -2.100000    3.538760
    0.195893   -2.050000    7.329800
    0.195893   -2.000000    5.473217
    0.195893   -1.950000    6.260274
    0.195893   -1.900000    6.884647
    0.195893   -1.850000    3.648143
    0.195893   -1.800000    3.490064
    0.195893   -1.750000    6.343102
    0.195893   -1.700000    5.114251
    0.195893   -1.650000    2.153533
    0.195893   -1.600000    1.138863
    0.195893   -1.550000    0.742994
    0.195893   -1.500000    0.560525
    0.195893   -1.450000    0.474229
    0.195893   -1.400000    0.446180
    0.195893   -1.350000    0.469771
    0.195893   -1.300000    0.563928
    0.195893   -1.250000    0.797899
    0.195893   -1.200000    1.405599
    0.195893   -1.150000    3.265627
    0.195893   -1.100000    6.489807
    0.195893   -1.050000    3.355040
    0.195893   -1.000000    1.403272
    0.195893   -0.950000    0.752646
    0.195893   -0.900000    0.485734
    0.195893   -0.850000    0.355356
    0.195893   -0.800000    0.284658
    0.195893   -0.750000    0.244808
    0.195893   -0.700000    0.223598
    0.195893   -0.650000    0.215792
    0.195893   -0.600000    0.219865
    0.195893   -0.550000    0.237173
    0.195893   -0.500000    0.272724
    0.195893   -0.450000    0.338325
    0.195893   -0.400000    0.461893
    0.195893   -0.350000    0.717620
    0.195893   -0.300000    1.342801
    0.195893   -0.250000    3.219974
    0.195893   -0.200000    6.448561
    0.195893   -0.150000    3.315638
    0.195893   -0.100000    1.376381
    0.195893   -0.050000    0.734689
    0.195893    0.000000    0.475949
    0.195893    0.050000    0.354269
    0.195893    0.100000    0.293852
    0.195893    0.150000    0.267312
    0.195893    0.200000    0.264861
    0.195893    0.250000    0.285801
    0.195893    0.300000    0.337981
    0.195893    0.350000    0.444428
    0.195893    0.400000    0.667905
    0.195893    0.450000    1.205285
    0.195893    0.500000    2.788389
    0.195893    0.550000    6.279648
    0.195893    0.600000    3.811934
    0.195893    0.650000    1.525785
    0.195893    0.700000    0.774703
    0.195893    0.750000    0.476701
    0.195893    0.800000    0.333928
    0.195893    0.850000    0.256402
    0.195893    0.900000    0.210924
    0.195893    0.950000    0.183227
    0.195893    1.000000    0.166492
    0.195893    1.050000    0.157250
    0.195893    1.100000    0.153739
    0.195893    1.150000    0.155204
    0.195893    1.200000    0.161623
    0.195893    1.250000    0.173681
    0.195893    1.300000    0.192980
    0.195893    1.350000    0.222603
    0.195893    1.400000    0.268439
    0.195893    1.450000    0.342356
    0.195893    1.500000    0.470781
    0.195893    1.550000    0.721524
    0.195893    1.600000    1.305291
    0.195893    1.650000    3.002775
    0.195893    1.700000    6.475258
    0.195893    1.750000    3.798942
    0.195893    1.800000    1.695265
    0.195893    1.850000    1.089592
    0.195893    1.900000    1.004057
    0.195893    1.950000    1.301371
    0.195893    2.000000    2.403981
    0.195893    2.050000    5.654069
    0.195893    2.100000    5.184559
    0.195893    2.150000    2.254962
    0.195893    2.200000    1.375734
    0.195893    2.250000    1.284608
    0.195893    2.300000    1.833165
    0.195893    2.350000    3.933063
    0.195893    2.400000    6.582325
    0.195893    2.450000    3.121389
    0.195893    2.500000    1.474214
    0.195893    2.550000    0.961290
    0.195893    2.600000    0.833754
    0.195893    2.650000    0.950753
    0.195893    2.700000    1.459784
    0.195893    2.750000    3.133657
    0.195893    2.800000    6.523802
    0.195893    2.850000    3.701616
    0.195893    2.900000    1.581919
    0.195893    2.950000    0.898736
    0.195893    3.000000    0.653121
 
    0.205688   -3.000000    0.685402
    0.205688   -2.950000    0.473594
    0.205688   -2.900000    0.361517
    0.205688   -2.850000    0.296385
    0.205688   -2.800000    0.256723
    0.205688   -2.750000    0.232632
    0.205688   -2.700000    0.219199
    0.205688   -2.650000    0.213987
    0.205688   -2.600000    0.216004
    0.205688   -2.550000    0.225308
    0.205688   -2.500000    0.242997
    0.205688   -2.450000    0.271534
    0.205688   -2.400000    0.315626
    0.205688   -2.350000    0.384249
    0.205688   -2.300000    0.495649
    0.205688   -2.250000    0.691153
    0.205688   -2.200000    1.080387
    0.205688   -2.150000    2.021083
    0.205688   -2.100000    4.750309
    0.205688   -2.050000    7.057867
    0.205688   -2.000000    4.707863
    0.205688   -1.950000    6.545446
    0.205688   -1.900000    6.039911
    0.205688   -1.850000    3.051019
    0.205688   -1.800000    2.685311
    0.205688   -1.750000    4.670027
    0.205688   -1.700000    6.559815
    0.205688   -1.650000    2.931476
    0.205688   -1.600000    1.384602
    0.205688   -1.550000    0.834813
    0.205688   -1.500000    0.596463
    0.205688   -1.450000    0.482948
    0.205688   -1.400000    0.435389
    0.205688   -1.350000    0.436693
    0.205688   -1.300000    0.493056
    0.205688   -1.250000    0.642124
    0.205688   -1.200000    1.005912
    0.205688   -1.150000    2.023282
    0.205688   -1.100000    5.049063
    0.205688   -1.050000    5.381114
    0.205688   -1.000000    2.150561
    0.205688   -0.950000    1.014981
    0.205688   -0.900000    0.601052
    0.205688   -0.850000    0.415530
    0.205688   -0.800000    0.320306
    0.205688   -0.750000    0.268235
    0.205688   -0.700000    0.240575
    0.205688   -0.650000    0.229471
    0.205688   -0.600000    0.232353
    0.205688   -0.550000    0.250379
    0.205688   -0.500000    0.289155
    0.205688   -0.450000    0.362503
    0.205688   -0.400000    0.504185
    0.205688   -0.350000    0.807419
    0.205688   -0.300000    1.584039
    0.205688   -0.250000    3.956603
    0.205688   -0.200000    6.211735
    0.205688   -0.150000    2.701153
    0.205688   -0.100000    1.180080
    0.205688   -0.050000    0.659071
    0.205688    0.000000    0.439721
    0.205688    0.050000    0.333534
    0.205688    0.100000    0.279818
    0.205688    0.150000    0.255921
    0.205688    0.200000    0.253582
    0.205688    0.250000    0.272187
    0.205688    0.300000    0.318333
    0.205688    0.350000    0.411056
    0.205688    0.400000    0.600684
    0.205688    0.450000    1.038438
    0.205688    0.500000    2.272737
    0.205688    0.550000    5.642814
    0.205688    0.600000    4.666556
    0.205688    0.650000    1.826625
    0.205688    0.700000    0.880600
    0.205688    0.750000    0.523252
    0.205688    0.800000    0.358079
    0.205688    0.850000    0.270510
    0.205688    0.900000    0.219938
    0.205688    0.950000    0.189416
    0.205688    1.000000    0.171011
    0.205688    1.050000    0.160739
    0.205688    1.100000    0.156579
    0.205688    1.150000    0.157641
    0.205688    1.200000    0.163825
    0.205688    1.250000    0.175779
    0.205688    1.300000    0.195088
    0.205688    1.350000    0.224846
    0.205688    1.400000    0.270972
    0.205688    1.450000    0.345427
    0.205688    1.500000    0.474861
    0.205688    1.550000    0.727738
    0.205688    1.600000    1.317112
    0.205688    1.650000    3.032458
    0.205688    1.700000    6.494414
    0.205688    1.750000    3.779836
    0.205688    1.800000    1.703146
    0.205688    1.850000    1.117326
    0.205688    1.900000    1.065925
    0.205688    1.950000    1.456488
    0.205688    2.000000    2.881530
    0.205688    2.050000    6.382310
    0.205688    2.100000    4.311885
    0.205688    2.150000    1.932926
    0.205688    2.200000    1.261752
    0.205688    2.250000    1.228403
    0.205688    2.300000    1.782204
    0.205688    2.350000    3.831118
    0.205688    2.400000    6.616233
    0.205688    2.450000    3.201886
    0.205688    2.500000    1.510904
    0.205688    2.550000    0.995404
    0.205688    2.600000    0.887528
    0.205688    2.650000    1.063201
    0.205688    2.700000    1.759706
    0.205688    2.750000    4.057332
    0.205688    2.800000    6.373870
    0.205688    2.850000    2.857801
    0.205688    2.900000    1.312948
    0.205688    2.950000    0.798271
    0.205688    3.000000    0.607802
 
    0.215482   -3.000000    0.703124
    0.215482   -2.950000    0.482277
    0.215482   -2.900000    0.366585
    0.215482   -2.850000    0.299859
    0.215482   -2.800000    0.259504
    0.215482   -2.750000    0.235198
    0.215482   -2.700000    0.221874
    0.215482   -2.650000    0.217055
    0.215482   -2.600000    0.219789
    0.215482   -2.550000    0.230257
    0.215482   -2.500000    0.249798
    0.215482   -2.450000    0.281347
    0.215482   -2.400000    0.330560
    0.215482   -2.350000    0.408487
    0.215482   -2.300000    0.538412
    0.215482   -2.250000    0.775848
    0.215482   -2.200000    1.278607
    0.215482   -2.150000    2.599079
    0.215482   -2.100000    6.151048
    0.215482   -2.050000    5.884456
    0.215482   -2.000000    4.349012
    0.215482   -1.950000    6.899922
    0.215482   -1.900000    5.199588
    0.215482   -1.850000    2.582550
    0.215482   -1.800000    2.143554
    0.215482   -1.750000    3.305138
    0.215482   -1.700000    6.621969
    0.215482   -1.650000    4.168550
    0.215482   -1.600000    1.773533
    0.215482   -1.550000    0.972155
    0.215482   -1.500000    0.651489
    0.215482   -1.450000    0.502709
    0.215482   -1.400000    0.434188
    0.215482   -1.350000    0.416315
    0.215482   -1.300000    0.445496
    0.215482   -1.250000    0.541161
    0.215482   -1.200000    0.769956
    0.215482   -1.150000    1.353139
    0.215482   -1.100000    3.121308
    0.215482   -1.050000    6.463331
    0.215482   -1.000000    3.502889
    0.215482   -0.950000    1.451375
    0.215482   -0.900000    0.772417
    0.215482   -0.850000    0.497982
    0.215482   -0.800000    0.366365
    0.215482   -0.750000    0.297180
    0.215482   -0.700000    0.260822
    0.215482   -0.650000    0.245346
    0.215482   -0.600000    0.246592
    0.215482   -0.550000    0.265357
    0.215482   -0.500000    0.307938
    0.215482   -0.450000    0.390713
    0.215482   -0.400000    0.555117
    0.215482   -0.350000    0.920453
    0.215482   -0.300000    1.904002
    0.215482   -0.250000    4.839023
    0.215482   -0.200000    5.505980
    0.215482   -0.150000    2.201033
    0.215482   -0.100000    1.017773
    0.215482   -0.050000    0.593300
    0.215482    0.000000    0.406964
    0.215482    0.050000    0.314222
    0.215482    0.100000    0.266456
    0.215482    0.150000    0.244938
    0.215482    0.200000    0.242702
    0.215482    0.250000    0.259217
    0.215482    0.300000    0.300026
    0.215482    0.350000    0.380876
    0.215482    0.400000    0.542208
    0.215482    0.450000    0.900498
    0.215482    0.500000    1.861973
    0.215482    0.550000    4.746043
    0.215482    0.600000    5.569765
    0.215482    0.650000    2.227311
    0.215482    0.700000    1.014855
    0.215482    0.750000    0.579515
    0.215482    0.800000    0.386204
    0.215482    0.850000    0.286426
    0.215482    0.900000    0.229800
    0.215482    0.950000    0.195974
    0.215482    1.000000    0.175635
    0.215482    1.050000    0.164175
    0.215482    1.100000    0.159267
    0.215482    1.150000    0.159858
    0.215482    1.200000    0.165762
    0.215482    1.250000    0.177581
    0.215482    1.300000    0.196886
    0.215482    1.350000    0.226776
    0.215482    1.400000    0.273216
    0.215482    1.450000    0.348274
    0.215482    1.500000    0.478879
    0.215482    1.550000    0.734308
    0.215482    1.600000    1.330564
    0.215482    1.650000    3.068131
    0.215482    1.700000    6.515121
    0.215482    1.750000    3.753983
    0.215482    1.800000    1.710001
    0.215482    1.850000    1.147829
    0.215482    1.900000    1.138095
    0.215482    1.950000    1.648046
    0.215482    2.000000    3.484397
    0.215482    2.050000    6.684276
    0.215482    2.100000    3.552546
    0.215482    2.150000    1.682256
    0.215482    2.200000    1.167281
    0.215482    2.250000    1.178016
    0.215482    2.300000    1.732108
    0.215482    2.350000    3.725060
    0.215482    2.400000    6.643698
    0.215482    2.450000    3.291238
    0.215482    2.500000    1.551713
    0.215482    2.550000    1.034540
    0.215482    2.600000    0.952963
    0.215482    2.650000    1.210127
    0.215482    2.700000    2.182386
    0.215482    2.750000    5.203371
    0.215482    2.800000    5.430672
    0.215482    2.850000    2.219424
    0.215482    2.900000    1.104022
    0.215482    2.950000    0.712502
    0.215482    3.000000    0.564554
 
    0.225277   -3.000000    0.724321
    0.225277   -2.950000    0.492942
    0.225277   -2.900000    0.372962
    0.225277   -2.850000    0.304289
    0.225277   -2.800000    0.263039
    0.225277   -2.750000    0.238409
    0.225277   -2.700000    0.225143
    0.225277   -2.650000    0.220721
    0.225277   -2.600000    0.224234
    0.225277   -2.550000    0.236006
    0.225277   -2.500000    0.257669
    0.225277   -2.450000    0.292735
    0.225277   -2.400000    0.348056
    0.225277   -2.350000    0.437379
    0.225277   -2.300000    0.590845
    0.225277   -2.250000    0.884406
    0.225277   -2.200000    1.550247
    0.225277   -2.150000    3.433866
    0.225277   -2.100000    7.059229
    0.225277   -2.050000    4.729994
    0.225277   -2.000000    4.301804
    0.225277   -1.950000    7.153012
    0.225277   -1.900000    4.423412
    0.225277   -1.850000    2.209078
    0.225277   -1.800000    1.764584
    0.225277   -1.750000    2.409024
    0.225277   -1.700000    5.167645
    0.225277   -1.650000    5.771218
    0.225277   -1.600000    2.402777
    0.225277   -1.550000    1.179453
    0.225277   -1.500000    0.732588
    0.225277   -1.450000    0.535531
    0.225277   -1.400000    0.442386
    0.225277   -1.350000    0.406237
    0.225277   -1.300000    0.414227
    0.225277   -1.250000    0.473991
    0.225277   -1.200000    0.622719
    0.225277   -1.150000    0.978074
    0.225277   -1.100000    1.959297
    0.225277   -1.050000    4.902640
    0.225277   -1.000000    5.515518
    0.225277   -0.950000    2.217866
    0.225277   -0.900000    1.039447
    0.225277   -0.850000    0.614785
    0.225277   -0.800000    0.427382
    0.225277   -0.750000    0.333700
    0.225277   -0.700000    0.285447
    0.225277   -0.650000    0.264131
    0.225277   -0.600000    0.263143
    0.225277   -0.550000    0.282654
    0.225277   -0.500000    0.329769
    0.225277   -0.450000    0.424125
    0.225277   -0.400000    0.617391
    0.225277   -0.350000    1.065252
    0.225277   -0.300000    2.334097
    0.225277   -0.250000    5.741050
    0.225277   -0.200000    4.580743
    0.225277   -0.150000    1.803522
    0.225277   -0.100000    0.883726
    0.225277   -0.050000    0.536367
    0.225277    0.000000    0.377668
    0.225277    0.050000    0.296570
    0.225277    0.100000    0.254072
    0.225277    0.150000    0.234690
    0.225277    0.200000    0.232556
    0.225277    0.250000    0.247212
    0.225277    0.300000    0.283319
    0.225277    0.350000    0.353920
    0.225277    0.400000    0.491598
    0.225277    0.450000    0.786431
    0.225277    0.500000    1.538393
    0.225277    0.550000    3.836531
    0.225277    0.600000    6.263887
    0.225277    0.650000    2.764204
    0.225277    0.700000    1.188248
    0.225277    0.750000    0.648832
    0.225277    0.800000    0.419773
    0.225277    0.850000    0.305051
    0.225277    0.900000    0.241212
    0.225277    0.950000    0.203527
    0.225277    1.000000    0.180966
    0.225277    1.050000    0.168160
    0.225277    1.100000    0.162414
    0.225277    1.150000    0.162483
    0.225277    1.200000    0.168082
    0.225277    1.250000    0.179762
    0.225277    1.300000    0.199073
    0.225277    1.350000    0.229128
    0.225277    1.400000    0.275943
    0.225277    1.450000    0.351720
    0.225277    1.500000    0.483731
    0.225277    1.550000    0.742269
    0.225277    1.600000    1.347035
    0.225277    1.650000    3.112280
    0.225277    1.700000    6.538028
    0.225277    1.750000    3.721104
    0.225277    1.800000    1.716663
    0.225277    1.850000    1.182664
    0.225277    1.900000    1.223912
    0.225277    1.950000    1.886884
    0.225277    2.000000    4.218320
    0.225277    2.050000    6.436452
    0.225277    2.100000    2.943975
    0.225277    2.150000    1.487031
    0.225277    2.200000    1.089761
    0.225277    2.250000    1.134173
    0.225277    2.300000    1.684688
    0.225277    2.350000    3.617552
    0.225277    2.400000    6.664683
    0.225277    2.450000    3.392843
    0.225277    2.500000    1.600278
    0.225277    2.550000    1.083449
    0.225277    2.600000    1.038233
    0.225277    2.650000    1.412207
    0.225277    2.700000    2.795417
    0.225277    2.750000    6.264831
    0.225277    2.800000    4.236012
    0.225277    2.850000    1.753176
    0.225277    2.900000    0.944096
    0.225277    2.950000    0.643876
    0.225277    3.000000    0.529647
 
    0.235072   -3.000000    0.749290
    0.235072   -2.950000    0.505719
    0.235072   -2.900000    0.380713
    0.235072   -2.850000    0.309707
    0.235072   -2.800000    0.267344
    0.235072   -2.750000    0.242266
    0.235072   -2.700000    0.229004
    0.235072   -2.650000    0.224981
    0.235072   -2.600000    0.229340
    0.235072   -2.550000    0.242572
    0.235072   -2.500000    0.266661
    0.235072   -2.450000    0.305829
    0.235072   -2.400000    0.368438
    0.235072   -2.350000    0.471764
    0.235072   -2.300000    0.655357
    0.235072   -2.250000    1.025014
    0.235072   -2.200000    1.928531
    0.235072   -2.150000    4.577289
    0.235072   -2.100000    6.773670
    0.235072   -2.050000    3.938671
    0.235072   -2.000000    4.498040
    0.235072   -1.950000    7.143395
    0.235072   -1.900000    3.743809
    0.235072   -1.850000    1.907452
    0.235072   -1.800000    1.488311
    0.235072   -1.750000    1.836191
    0.235072   -1.700000    3.614739
    0.235072   -1.650000    6.683128
    0.235072   -1.600000    3.420761
    0.235072   -1.550000    1.499024
    0.235072   -1.500000    0.850956
    0.235072   -1.450000    0.584681
    0.235072   -1.400000    0.460449
    0.235072   -1.350000    0.405050
    0.235072   -1.300000    0.394935
    0.235072   -1.250000    0.428796
    0.235072   -1.200000    0.526712
    0.235072   -1.150000    0.754355
    0.235072   -1.100000    1.327313
    0.235072   -1.050000    3.053791
    0.235072   -1.000000    6.442058
    0.235072   -0.950000    3.577963
    0.235072   -0.900000    1.478233
    0.235072   -0.850000    0.786487
    0.235072   -0.800000    0.510160
    0.235072   -0.750000    0.380461
    0.235072   -0.700000    0.315640
    0.235072   -0.650000    0.286433
    0.235072   -0.600000    0.282384
    0.235072   -0.550000    0.302621
    0.235072   -0.500000    0.355183
    0.235072   -0.450000    0.463936
    0.235072   -0.400000    0.694421
    0.235072   -0.350000    1.254031
    0.235072   -0.300000    2.915446
    0.235072   -0.250000    6.364258
    0.235072   -0.200000    3.673528
    0.235072   -0.150000    1.490216
    0.235072   -0.100000    0.772609
    0.235072   -0.050000    0.486954
    0.235072    0.000000    0.351405
    0.235072    0.050000    0.280378
    0.235072    0.100000    0.242532
    0.235072    0.150000    0.225061
    0.235072    0.200000    0.223022
    0.235072    0.250000    0.236024
    0.235072    0.300000    0.267990
    0.235072    0.350000    0.329742
    0.235072    0.400000    0.447611
    0.235072    0.450000    0.691597
    0.235072    0.500000    1.283650
    0.235072    0.550000    3.050300
    0.235072    0.600000    6.409895
    0.235072    0.650000    3.475642
    0.235072    0.700000    1.415690
    0.235072    0.750000    0.735070
    0.235072    0.800000    0.459954
    0.235072    0.850000    0.326747
    0.235072    0.900000    0.254245
    0.235072    0.950000    0.212023
    0.235072    1.000000    0.186889
    0.235072    1.050000    0.172543
    0.235072    1.100000    0.165845
    0.235072    1.150000    0.165326
    0.235072    1.200000    0.170583
    0.235072    1.250000    0.182106
    0.235072    1.300000    0.201424
    0.235072    1.350000    0.231665
    0.235072    1.400000    0.278908
    0.235072    1.450000    0.355514
    0.235072    1.500000    0.489170
    0.235072    1.550000    0.751404
    0.235072    1.600000    1.366454
    0.235072    1.650000    3.165342
    0.235072    1.700000    6.561648
    0.235072    1.750000    3.680646
    0.235072    1.800000    1.722807
    0.235072    1.850000    1.221885
    0.235072    1.900000    1.325164
    0.235072    1.950000    2.182813
    0.235072    2.000000    5.042396
    0.235072    2.050000    5.778039
    0.235072    2.100000    2.473749
    0.235072    2.150000    1.333730
    0.235072    2.200000    1.025470
    0.235072    2.250000    1.095417
    0.235072    2.300000    1.639186
    0.235072    2.350000    3.508401
    0.235072    2.400000    6.675982
    0.235072    2.450000    3.507021
    0.235072    2.500000    1.656894
    0.235072    2.550000    1.143560
    0.235072    2.600000    1.149326
    0.235072    2.650000    1.694483
    0.235072    2.700000    3.673650
    0.235072    2.750000    6.576820
    0.235072    2.800000    3.198452
    0.235072    2.850000    1.413881
    0.235072    2.900000    0.819569
    0.235072    2.950000    0.587329
    0.235072    3.000000    0.499744
 
    0.244866   -3.000000    0.778415
    0.244866   -2.950000    0.520804
    0.244866   -2.900000    0.389956
    0.244866   -2.850000    0.316192
    0.244866   -2.800000    0.272477
    0.244866   -2.750000    0.246818
    0.244866   -2.700000    0.233497
    0.244866   -2.650000    0.229876
    0.244866   -2.600000    0.235155
    0.244866   -2.550000    0.250024
    0.244866   -2.500000    0.276890
    0.244866   -2.450000    0.320850
    0.244866   -2.400000    0.392182
    0.244866   -2.350000    0.512820
    0.244866   -2.300000    0.735375
    0.244866   -2.250000    1.209856
    0.244866   -2.200000    2.462601
    0.244866   -2.150000    5.896808
    0.244866   -2.100000    5.661966
    0.244866   -2.050000    3.488704
    0.244866   -2.000000    4.892848
    0.244866   -1.950000    6.793375
    0.244866   -1.900000    3.168703
    0.244866   -1.850000    1.661200
    0.244866   -1.800000    1.279603
    0.244866   -1.750000    1.459127
    0.244866   -1.700000    2.540118
    0.244866   -1.650000    5.808089
    0.244866   -1.600000    4.913448
    0.244866   -1.550000    2.004159
    0.244866   -1.500000    1.024948
    0.244866   -1.450000    0.655436
    0.244866   -1.400000    0.489759
    0.244866   -1.350000    0.412273
    0.244866   -1.300000    0.385144
    0.244866   -1.250000    0.398839
    0.244866   -1.200000    0.462371
    0.244866   -1.150000    0.613383
    0.244866   -1.100000    0.968979
    0.244866   -1.050000    1.944696
    0.244866   -1.000000    4.872446
    0.244866   -0.950000    5.543974
    0.244866   -0.900000    2.235224
    0.244866   -0.850000    1.049922
    0.244866   -0.800000    0.625681
    0.244866   -0.750000    0.441450
    0.244866   -0.700000    0.353108
    0.244866   -0.650000    0.313107
    0.244866   -0.600000    0.304857
    0.244866   -0.550000    0.325761
    0.244866   -0.500000    0.384934
    0.244866   -0.450000    0.511799
    0.244866   -0.400000    0.791042
    0.244866   -0.350000    1.504773
    0.244866   -0.300000    3.689326
    0.244866   -0.250000    6.361849
    0.244866   -0.200000    2.904899
    0.244866   -0.150000    1.243714
    0.244866   -0.100000    0.680237
    0.244866   -0.050000    0.444048
    0.244866    0.000000    0.327894
    0.244866    0.050000    0.265563
    0.244866    0.100000    0.231814
    0.244866    0.150000    0.216044
    0.244866    0.200000    0.214092
    0.244866    0.250000    0.225624
    0.244866    0.300000    0.253947
    0.244866    0.350000    0.308059
    0.244866    0.400000    0.409312
    0.244866    0.450000    0.612401
    0.244866    0.500000    1.082402
    0.244866    0.550000    2.422835
    0.244866    0.600000    5.887934
    0.244866    0.650000    4.374622
    0.244866    0.700000    1.718860
    0.244866    0.750000    0.843809
    0.244866    0.800000    0.508484
    0.244866    0.850000    0.352174
    0.244866    0.900000    0.269189
    0.244866    0.950000    0.221603
    0.244866    1.000000    0.193481
    0.244866    1.050000    0.177367
    0.244866    1.100000    0.169587
    0.244866    1.150000    0.168405
    0.244866    1.200000    0.173276
    0.244866    1.250000    0.184621
    0.244866    1.300000    0.203948
    0.244866    1.350000    0.234398
    0.244866    1.400000    0.282126
    0.244866    1.450000    0.359684
    0.244866    1.500000    0.495255
    0.244866    1.550000    0.761860
    0.244866    1.600000    1.389256
    0.244866    1.650000    3.228708
    0.244866    1.700000    6.584512
    0.244866    1.750000    3.631889
    0.244866    1.800000    1.728285
    0.244866    1.850000    1.265844
    0.244866    1.900000    1.444184
    0.244866    1.950000    2.546204
    0.244866    2.000000    5.844384
    0.244866    2.050000    4.970232
    0.244866    2.100000    2.114781
    0.244866    2.150000    1.212419
    0.244866    2.200000    0.971922
    0.244866    2.250000    1.061116
    0.244866    2.300000    1.595717
    0.244866    2.350000    3.398720
    0.244866    2.400000    6.675174
    0.244866    2.450000    3.634609
    0.244866    2.500000    1.723052
    0.244866    2.550000    1.218418
    0.244866    2.600000    1.297402
    0.244866    2.650000    2.099926
    0.244866    2.700000    4.847294
    0.244866    2.750000    5.828415
    0.244866    2.800000    2.421566
    0.244866    2.850000    1.164456
    0.244866    2.900000    0.721398
    0.244866    2.950000    0.540385
    0.244866    3.000000    0.474034
 
    0.254661   -3.000000    0.812438
    0.254661   -2.950000    0.538570
    0.254661   -2.900000    0.400912
    0.254661   -2.850000    0.323888
    0.254661   -2.800000    0.278537
    0.254661   -2.750000    0.252137
    0.254661   -2.700000    0.238684
    0.254661   -2.650000    0.235461
    0.254661   -2.600000    0.241741
    0.254661   -2.550000    0.258446
    0.254661   -2.500000    0.288494
    0.254661   -2.450000    0.338063
    0.254661   -2.400000    0.419881
    0.254661   -2.350000    0.562081
    0.254661   -2.300000    0.835637
    0.254661   -2.250000    1.456914
    0.254661   -2.200000    3.216374
    0.254661   -2.150000    6.841116
    0.254661   -2.100000    4.519781
    0.254661   -2.050000    3.297157
    0.254661   -2.000000    5.439187
    0.254661   -1.950000    6.154743
    0.254661   -1.900000    2.691742
    0.254661   -1.850000    1.458230
    0.254661   -1.800000    1.117003
    0.254661   -1.750000    1.199687
    0.254661   -1.700000    1.861893
    0.254661   -1.650000    4.177170
    0.254661   -1.600000    6.357211
    0.254661   -1.550000    2.816938
    0.254661   -1.500000    1.286144
    0.254661   -1.450000    0.756442
    0.254661   -1.400000    0.532889
    0.254661   -1.350000    0.428207
    0.254661   -1.300000    0.383507
    0.254661   -1.250000    0.380117
    0.254661   -1.200000    0.418781
    0.254661   -1.150000    0.520735
    0.254661   -1.100000    0.752850
    0.254661   -1.050000    1.333685
    0.254661   -1.000000    3.081709
    0.254661   -0.950000    6.453225
    0.254661   -0.900000    3.548374
    0.254661   -0.850000    1.473931
    0.254661   -0.800000    0.792410
    0.254661   -0.750000    0.522764
    0.254661   -0.700000    0.400265
    0.254661   -0.650000    0.345292
    0.254661   -0.600000    0.331245
    0.254661   -0.550000    0.352691
    0.254661   -0.500000    0.419959
    0.254661   -0.450000    0.569887
    0.254661   -0.400000    0.914060
    0.254661   -0.350000    1.843726
    0.254661   -0.300000    4.657089
    0.254661   -0.250000    5.687166
    0.254661   -0.200000    2.299626
    0.254661   -0.150000    1.049362
    0.254661   -0.100000    0.603249
    0.254661   -0.050000    0.406796
    0.254661    0.000000    0.306886
    0.254661    0.050000    0.252047
    0.254661    0.100000    0.221893
    0.254661    0.150000    0.207630
    0.254661    0.200000    0.205752
    0.254661    0.250000    0.215977
    0.254661    0.300000    0.241096
    0.254661    0.350000    0.288609
    0.254661    0.400000    0.375897
    0.254661    0.450000    0.545952
    0.254661    0.500000    0.922431
    0.254661    0.550000    1.939678
    0.254661    0.600000    4.948375
    0.254661    0.650000    5.376115
    0.254661    0.700000    2.128490
    0.254661    0.750000    0.982947
    0.254661    0.800000    0.567679
    0.254661    0.850000    0.382164
    0.254661    0.900000    0.286393
    0.254661    0.950000    0.232434
    0.254661    1.000000    0.200824
    0.254661    1.050000    0.182677
    0.254661    1.100000    0.173664
    0.254661    1.150000    0.171729
    0.254661    1.200000    0.176163
    0.254661    1.250000    0.187307
    0.254661    1.300000    0.206638
    0.254661    1.350000    0.237318
    0.254661    1.400000    0.285588
    0.254661    1.450000    0.364223
    0.254661    1.500000    0.501988
    0.254661    1.550000    0.773677
    0.254661    1.600000    1.415640
    0.254661    1.650000    3.303038
    0.254661    1.700000    6.604342
